County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
CAMBRIA,"RIGBY, JAMES  PATRICK",REP,0,0,0,0,0.00
SOMERSET,"RIGBY, JAMES  PATRICK",REP,0,0,0,0,0.00
