County,Candidate Name,Party,Votes,% of Vote
ALLEGHENY,"FUSCA, VINCENT  E",REP,"13,780",20.22
ALLEGHENY,"MACK, KIMBERLY",REP,"12,671",18.59
ALLEGHENY,"LLOYD, BARBARA",REP,"14,865",21.81
ALLEGHENY,"MAJERNIK, DAVID  JOHN",REP,"16,207",23.78
ALLEGHENY,"SHOPE, MASON  ANDREW",REP,"10,635",15.60
