County,Candidate Name,Party,Votes,% of Vote
CUMBERLAND,"ROSS, DOUGLAS  F",DEM,561,100.00
YORK,"ROSS, DOUGLAS  F",DEM,"4,118",100.00
CUMBERLAND,"KEEFER, DAWN",REP,"1,032",100.00
YORK,"KEEFER, DAWN",REP,"8,702",100.00
