County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
CUMBERLAND,"STAMBAUGH, PERRY  A",REP,0,0,0,0,0.00
PERRY,"STAMBAUGH, PERRY  A",REP,0,0,0,0,0.00
