County,Candidate Name,Party,Votes,% of Vote
PHILADELPHIA,"DIGIANNANTONIO, PIERO",REP,"11,669",33.61
PHILADELPHIA,"GRISAFI, GARY",REP,"7,635",21.99
PHILADELPHIA,"VOGLER, CHRISTOPHER  M",REP,"7,975",22.97
PHILADELPHIA,"PIROLLI, WILLIAM  M.",REP,"7,440",21.43
