County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
LANCASTER,"TEMIN, JANET",DEM,0,0,0,0,0.00
LANCASTER,"MARTIN, SCOTT  F",REP,0,0,0,0,0.00
