County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
WESTMORELAND,"PRAH, ROBERT  L",DEM,0,0,0,0,0.00
WESTMORELAND,"DAVANZO, ERIC  M.",REP,0,0,0,0,0.00
