County,Candidate Name,Party,Votes,% of Vote
BUTLER,"PIETRZAK, BRYAN  M",DEM,"6,301",100.00
CRAWFORD,"PIETRZAK, BRYAN  M",DEM,"3,147",100.00
ERIE,"PIETRZAK, BRYAN  M",DEM,"22,873",100.00
LAWRENCE,"PIETRZAK, BRYAN  M",DEM,"5,732",100.00
MERCER,"PIETRZAK, BRYAN  M",DEM,"5,937",100.00
