County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
CUMBERLAND,"SHAKESPEARE, TARA",DEM,0,0,0,0,0.00
CUMBERLAND,"DELOZIER, SHERYL  M",REP,0,0,0,0,0.00
