County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
MONTGOMERY,"HANBIDGE, LAURA ELIZABETH  FRANCES",DEM,0,0,0,0,0.00
MONTGOMERY,"FRIEBEL, FLORENCE  L.",REP,0,0,0,0,0.00
