County,Candidate Name,Party,Votes,% of Vote
BUCKS,"JOHNSON, MICHELE  ANN",REP,"46,022",35.44
MONTGOMERY,"JOHNSON, MICHELE  ANN",REP,"5,336",36.18
BUCKS,"SIGAFOOS, KIEL  H",REP,"39,153",30.15
MONTGOMERY,"SIGAFOOS, KIEL  H",REP,"4,432",30.05
BUCKS,"PAIGE, CATHY",REP,"44,669",34.40
MONTGOMERY,"PAIGE, CATHY",REP,"4,981",33.77
