County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
CUMBERLAND,"DEPASQUALE, EUGENIO  A",DEM,0,0,0,0,0.00
DAUPHIN,"DEPASQUALE, EUGENIO  A",DEM,0,0,0,0,0.00
YORK,"DEPASQUALE, EUGENIO  A",DEM,0,0,0,0,0.00
CUMBERLAND,"PERRY, SCOTT  G",REP,0,0,0,0,0.00
DAUPHIN,"PERRY, SCOTT  G",REP,0,0,0,0,0.00
YORK,"PERRY, SCOTT  G",REP,0,0,0,0,0.00
