County,Candidate Name,Party,Votes,% of Vote
ALLEGHENY,"BURGESS, LORIANNE",DEM,"36,800",100.00
BEAVER,"BURGESS, LORIANNE",DEM,"14,177",100.00
BUTLER,"BURGESS, LORIANNE",DEM,955,100.00
