County,Candidate Name,Party,Votes,% of Vote
BERKS,"HOULAHAN, CHRISTINA  J",DEM,"18,294",100.00
CHESTER,"HOULAHAN, CHRISTINA  J",DEM,"69,841",100.00
BERKS,"EMMONS, JOHN  WILLIAM",REP,"12,643",100.00
CHESTER,"EMMONS, JOHN  WILLIAM",REP,"43,461",100.00
