County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
BERKS,"MCDONOUGH, KELLY",DEM,0,0,0,0,0.00
LANCASTER,"MCDONOUGH, KELLY",DEM,0,0,0,0,0.00
BERKS,"COX, JAMES  A.",REP,0,0,0,0,0.00
LANCASTER,"COX, JAMES  A.",REP,0,0,0,0,0.00
