County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
LACKAWANNA,"FLYNN, MARTY",DEM,0,0,0,0,0.00
LACKAWANNA,"KRESGE, WILLIAM  JOHN",REP,0,0,0,0,0.00
