County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
COLUMBIA,"MASSER, KURT  A",REP,0,0,0,0,0.00
MONTOUR,"MASSER, KURT  A",REP,0,0,0,0,0.00
NORTHUMBERLAND,"MASSER, KURT  A",REP,0,0,0,0,0.00
COLUMBIA,"BOURINSKI, RYAN",LIB,0,0,0,0,0.00
MONTOUR,"BOURINSKI, RYAN",LIB,0,0,0,0,0.00
NORTHUMBERLAND,"BOURINSKI, RYAN",LIB,0,0,0,0,0.00
