County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
FAYETTE,"COCHRAN, HARRY  YOUNG",DEM,0,0,0,0,0.00
WESTMORELAND,"COCHRAN, HARRY  YOUNG",DEM,0,0,0,0,0.00
FAYETTE,"WARNER, RYAN  JAMES",REP,0,0,0,0,0.00
WESTMORELAND,"WARNER, RYAN  JAMES",REP,0,0,0,0,0.00
