County,Candidate Name,Party,Votes,% of Vote
FRANKLIN,"HERSHEY, JOHNATHAN  D",REP,"1,245",100.00
JUNIATA,"HERSHEY, JOHNATHAN  D",REP,"3,788",100.00
MIFFLIN,"HERSHEY, JOHNATHAN  D",REP,"3,487",100.00
