County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
MONTGOMERY,"SANCHEZ, BENJAMIN  V",DEM,0,0,0,0,0.00
MONTGOMERY,"BOZZACCO, MARC",LIB,0,0,0,0,0.00
