County,Candidate Name,Party,Votes,% of Vote
CHESTER,"FRIEL OTTEN, DANIELLE",DEM,"7,256",74.44
CHESTER,"DANESE, ROSE",DEM,"2,492",25.56
CHESTER,"TAYLOR, MICHAEL  THOMAS",REP,"5,969",100.00
