County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
MONTGOMERY,"HUGHES, VINCENT  J",DEM,0,0,0,0,0.00
PHILADELPHIA,"HUGHES, VINCENT  J",DEM,0,0,0,0,0.00
