County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
ERIE,"BIZZARRO, RYAN  A",DEM,0,0,0,0,0.00
ERIE,"HAYES, GREG  S",REP,0,0,0,0,0.00
