County,Candidate Name,Party,Votes,% of Vote
BERKS,"CUNNANE, MADELEINE   DEAN",DEM,"1,594",100.00
MONTGOMERY,"CUNNANE, MADELEINE   DEAN",DEM,"117,873",100.00
BERKS,"BARNETTE, KATHY",REP,"2,011",100.00
MONTGOMERY,"BARNETTE, KATHY",REP,"54,551",100.00
