County,Candidate Name,Party,Votes,% of Vote
CUMBERLAND,"DEITRICH, ALEXANDRA  CHARON",DEM,"13,602",100.00
DAUPHIN,"DEITRICH, ALEXANDRA  CHARON",DEM,"18,092",100.00
YORK,"DEITRICH, ALEXANDRA  CHARON",DEM,"12,900",100.00
