County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
ALLEGHENY,"BENHAM, JESSICA  LYNN",DEM,0,0,0,0,0.00
ALLEGHENY,"DOYLE, ADRIAN  MATTHEW",REP,0,0,0,0,0.00
