County,Candidate Name,Party,Votes,% of Vote
CHESTER,"BURMAN, BRETT  W",DEM,"4,721",35.12
DELAWARE,"BURMAN, BRETT  W",DEM,"10,457",53.42
CHESTER,"KANE, JOHN  I",DEM,"8,722",64.88
DELAWARE,"KANE, JOHN  I",DEM,"9,119",46.58
CHESTER,"KILLION, THOMAS  H.",REP,"9,072",100.00
DELAWARE,"KILLION, THOMAS  H.",REP,"15,394",100.00
