County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
LACKAWANNA,"KOSIEROWSKI, BRIDGET",DEM,0,0,0,0,0.00
LACKAWANNA,"MAY, JAMES  E",REP,0,0,0,0,0.00
