County,Candidate Name,Party,Votes,% of Vote
COLUMBIA,"MASSER, KURT  A",REP,489,100.00
MONTOUR,"MASSER, KURT  A",REP,"1,981",100.00
NORTHUMBERLAND,"MASSER, KURT  A",REP,"3,525",100.00
