County,Candidate Name,Party,Votes,% of Vote
MONTGOMERY,"HANBIDGE, LAURA ELIZABETH  FRANCES",DEM,"10,538",100.00
MONTGOMERY,"FRIEBEL, FLORENCE  L.",REP,"5,875",100.00
