County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
CUMBERLAND,"ROSS, DOUGLAS  F",DEM,0,0,0,0,0.00
YORK,"ROSS, DOUGLAS  F",DEM,0,0,0,0,0.00
CUMBERLAND,"KEEFER, DAWN",REP,0,0,0,0,0.00
YORK,"KEEFER, DAWN",REP,0,0,0,0,0.00
