County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
CENTRE,"CONKLIN, HARRY  SCOTT",DEM,0,0,0,0,0.00
CENTRE,"YETSKO, STEPHEN  T",REP,0,0,0,0,0.00
