County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
BUCKS,"DAVIS, TINA",DEM,0,0,0,0,0.00
BUCKS,"BELLERBY-ALLEN, KELLY  A",REP,0,0,0,0,0.00
