County,Candidate Name,Party,Votes,% of Vote
FAYETTE,"MARX, WILLIAM  A",DEM,"9,649",100.00
GREENE,"MARX, WILLIAM  A",DEM,"3,264",100.00
WASHINGTON,"MARX, WILLIAM  A",DEM,"21,417",100.00
WESTMORELAND,"MARX, WILLIAM  A",DEM,"34,983",100.00
FAYETTE,"RESCHENTHALER, GUY",REP,"8,287",100.00
GREENE,"RESCHENTHALER, GUY",REP,"3,328",100.00
WASHINGTON,"RESCHENTHALER, GUY",REP,"20,713",100.00
WESTMORELAND,"RESCHENTHALER, GUY",REP,"33,112",100.00
