County,Candidate Name,Party,Votes,% of Vote
LANCASTER,"HAMMOND, SARAH  E",DEM,"30,259",71.85
YORK,"HAMMOND, SARAH  E",DEM,"8,546",74.03
LANCASTER,"DAIGLE, PAUL  R",DEM,"11,853",28.15
YORK,"DAIGLE, PAUL  R",DEM,"2,998",25.97
LANCASTER,"SMUCKER, LLOYD  K.",REP,"56,159",100.00
YORK,"SMUCKER, LLOYD  K.",REP,"21,971",100.00
