County,Candidate Name,Party,Votes,% of Vote
ALLEGHENY,"DOYLE, MICHAEL  F",DEM,"90,353",67.17
ALLEGHENY,"DICKINSON, GERALD  S",DEM,"44,170",32.83
ALLEGHENY,"NEGRON, LUKE  EDISON",REP,"30,497",100.00
