County,Candidate Name,Party,Votes,% of Vote
LANCASTER,"BEILER, GLEN  G",REP,"45,905",35.79
YORK,"BEILER, GLEN  G",REP,"14,293",34.03
LANCASTER,"GEESEY, JENNA  I",REP,"42,317",32.99
YORK,"GEESEY, JENNA  I",REP,"14,810",35.26
LANCASTER,"GLICK, BRYANT  J",REP,"40,032",31.21
YORK,"GLICK, BRYANT  J",REP,"12,896",30.71
