County,Candidate Name,Party,Votes,% of Vote
LEHIGH,"ALTIERI, LESLIE  M",DEM,"28,061",76.55
MONROE,"ALTIERI, LESLIE  M",DEM,"4,385",74.83
NORTHAMPTON,"ALTIERI, LESLIE  M",DEM,"25,177",76.71
LEHIGH,"JUSTESEN, DIANNE  D",DEM,"8,595",23.45
MONROE,"JUSTESEN, DIANNE  D",DEM,"1,475",25.17
NORTHAMPTON,"JUSTESEN, DIANNE  D",DEM,"7,642",23.29
