County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
LEHIGH,"BRANCO, KEVIN",DEM,0,0,0,0,0.00
MONTGOMERY,"BRANCO, KEVIN",DEM,0,0,0,0,0.00
NORTHAMPTON,"BRANCO, KEVIN",DEM,0,0,0,0,0.00
LEHIGH,"MACKENZIE, V  MILOU",REP,0,0,0,0,0.00
MONTGOMERY,"MACKENZIE, V  MILOU",REP,0,0,0,0,0.00
NORTHAMPTON,"MACKENZIE, V  MILOU",REP,0,0,0,0,0.00
