County,Candidate Name,Party,Election Day Votes,Mail Votes,Provisional Votes,Total Votes,% of Vote
LUZERNE,"MULLERY, GERALD  J",DEM,0,0,0,0,0.00
LUZERNE,"CHURA, JOHN  W.",REP,0,0,0,0,0.00
