County,Candidate Name,Party,Votes,% of Vote
ARMSTRONG,"DELORETO, ANTHONY  J",DEM,"2,050",100.00
BUTLER,"DELORETO, ANTHONY  J",DEM,"3,218",100.00
INDIANA,"DELORETO, ANTHONY  J",DEM,"6,557",100.00
WESTMORELAND,"DELORETO, ANTHONY  J",DEM,"3,246",100.00
ARMSTRONG,"PITTMAN, JOE",REP,"7,150",100.00
BUTLER,"PITTMAN, JOE",REP,"6,950",100.00
INDIANA,"PITTMAN, JOE",REP,"9,605",100.00
WESTMORELAND,"PITTMAN, JOE",REP,"4,177",100.00
