County,Candidate Name,Party,Votes,% of Vote
CENTRE,"KIDD, IAN   MICHAEL",DEM,"2,259",100.00
HUNTINGDON,"KIDD, IAN   MICHAEL",DEM,"2,403",100.00
MIFFLIN,"KIDD, IAN   MICHAEL",DEM,102,100.00
CENTRE,"IRVIN, RICHARD  S",REP,"1,738",100.00
HUNTINGDON,"IRVIN, RICHARD  S",REP,"6,349",100.00
MIFFLIN,"IRVIN, RICHARD  S",REP,374,100.00
