County,Candidate Name,Party,Votes,% of Vote
CAMBRIA,"BURNS, FRANK",DEM,"6,485",100.00
CAMBRIA,"TERNDRUP, HOWARD  D.",REP,"4,328",65.77
CAMBRIA,"CARNICELLA, GERALD   S",REP,"2,253",34.23
