County,Candidate Name,Party,Votes,% of Vote
LANCASTER,"WHERLEY, MICHELE",DEM,"7,177",100.00
LANCASTER,"MILLER, BRETT  R",REP,"6,973",84.90
LANCASTER,"WITMER, BRADFORD  L",REP,"1,240",15.10
