County,Candidate Name,Party,Votes,% of Vote
ADAMS,"STERNER, RICHARD  L",DEM,"7,015",100.00
CUMBERLAND,"STERNER, RICHARD  L",DEM,802,100.00
FRANKLIN,"STERNER, RICHARD  L",DEM,"1,826",100.00
YORK,"STERNER, RICHARD  L",DEM,"2,307",100.00
ADAMS,"MASTRIANO, DOUGLAS  VINCENT",REP,"12,469",100.00
CUMBERLAND,"MASTRIANO, DOUGLAS  VINCENT",REP,"1,337",100.00
FRANKLIN,"MASTRIANO, DOUGLAS  VINCENT",REP,"11,658",100.00
YORK,"MASTRIANO, DOUGLAS  VINCENT",REP,"4,046",100.00
