County,Candidate Name,Party,Votes,% of Vote
PHILADELPHIA,"GIEDEMANN, JOSEPH",REP,"9,713",31.04
PHILADELPHIA,"HEENEY, WILLIAM  J.",REP,"11,925",38.11
PHILADELPHIA,"MC COLGAN, CAMILLE  G",REP,"9,649",30.84
