County,Candidate Name,Party,Votes,% of Vote
LEHIGH,"RUFF, JASON",DEM,"3,128",100.00
NORTHAMPTON,"RUFF, JASON",DEM,"3,299",100.00
LEHIGH,"MAKO, ZACHARY  ALLEN",REP,"2,772",100.00
NORTHAMPTON,"MAKO, ZACHARY  ALLEN",REP,"3,537",100.00
