County,Candidate Name,Party,Votes,% of Vote
BERKS,"GRASSO, RALPH",REP,"1,590",35.04
MONTGOMERY,"GRASSO, RALPH",REP,"42,631",34.30
BERKS,"BUSTARD, BARBARA  A",REP,"1,445",31.84
MONTGOMERY,"BUSTARD, BARBARA  A",REP,"40,601",32.67
BERKS,"LEVY, PAMELA",REP,"1,503",33.12
MONTGOMERY,"LEVY, PAMELA",REP,"41,062",33.04
