County,Candidate Name,Party,Votes,% of Vote
ERIE,"HORTON, ANDRE  R",DEM,"11,998",38.18
ERIE,"SLOMSKI, JULIE  L",DEM,"19,423",61.82
ERIE,"LAUGHLIN, DANIEL  J",REP,"18,273",100.00
